customer_id,recency_days,frequency_180d,monetary_180d,n_categories_180d,return_rate_180d,late_delivery_rate_180d,avg_order_value,n_cases_180d,avg_csat_180d,registration_date,region,acquisition_channel,marketing_opt_in,tenure_days,churned,snapshot_date,acquisition_channel_code,region_code,R_score,F_score,M_score,RFM_score,churn_probability,churn_percentile,segment
CUST-019330,162,1,238.96,1,0.0,0.0,238.96,1.0,4.0,2020-06-26,North,Organic Search,1,1528,False,2024-09-01,2,2,1,1,2,4,0.6445985874668113,0.999284827041066,Others
CUST-007194,107,1,265.96,1,0.0,1.0,265.96,0.0,3.8876804238639324,2020-07-06,Central,Paid Ads,0,1518,True,2024-09-01,3,0,1,1,2,4,0.6422716946245723,0.9992471863590168,Others
CUST-013545,67,1,1056.14,1,0.0,0.0,1056.14,0.0,3.8876804238639324,2020-04-16,West,Direct,1,1599,True,2024-09-01,0,4,2,1,4,7,0.6417933684503959,0.9992095456769676,At Risk
CUST-035473,22,1,10.71,1,0.0,0.0,10.71,0.0,3.8876804238639324,2020-08-08,South,Organic Search,1,1485,False,2024-09-01,2,3,3,2,1,6,0.6358684072634221,0.9991719049949185,Others
CUST-002033,178,1,214.68,1,1.0,0.0,214.68,1.0,4.0,2020-06-10,East,Email Campaign,1,1544,True,2024-09-01,1,1,1,1,2,4,0.6322636402934175,0.9991342643128693,Others
CUST-006278,178,1,37.2,1,0.0,0.0,37.2,1.0,4.0,2023-11-19,South,Organic Search,1,287,False,2024-09-01,2,3,1,1,1,3,0.6320536984673534,0.9990966236308202,Others
CUST-030162,123,1,322.23,1,0.0,1.0,322.23,0.0,3.8876804238639324,2020-03-11,North,Organic Search,1,1635,True,2024-09-01,2,2,1,1,2,4,0.6319524479791433,0.999058982948771,Others
CUST-016396,117,1,5.87,1,0.0,0.0,5.87,0.0,3.8876804238639324,2021-02-06,Central,Organic Search,1,1303,False,2024-09-01,2,0,1,1,1,3,0.631714160540156,0.9990213422667219,Others
CUST-011311,94,1,6.87,1,0.0,0.0,6.87,0.0,3.8876804238639324,2021-05-01,South,Email Campaign,0,1219,True,2024-09-01,1,3,1,1,1,3,0.6291277943786525,0.9989837015846728,Others
CUST-012389,100,1,60.96,1,1.0,0.0,60.96,1.0,3.0,2020-03-31,North,Social Media,1,1615,True,2024-09-01,5,2,1,1,1,3,0.6283078552501129,0.9989460609026235,Others
CUST-028995,39,1,2000.43,1,1.0,0.0,2000.43,1.0,5.0,2023-12-11,Central,Social Media,1,265,False,2024-09-01,5,0,3,1,5,9,0.6274688220409281,0.9989084202205744,At Risk
CUST-004967,56,1,704.4,1,0.0,1.0,704.4,1.0,5.0,2020-08-03,West,Paid Ads,1,1490,False,2024-09-01,3,4,2,1,3,6,0.6267788518384031,0.9988707795385252,At Risk
CUST-007554,38,1,5.87,1,0.0,0.0,5.87,0.0,3.8876804238639324,2021-09-21,West,Referral,1,1076,False,2024-09-01,4,4,3,1,1,5,0.6262653772149779,0.9988331388564761,Others
CUST-007479,59,1,999.76,1,0.0,1.0,999.76,0.0,3.8876804238639324,2021-08-28,South,Direct,0,1100,True,2024-09-01,0,3,2,1,4,7,0.6262175949115496,0.9987954981744269,At Risk
CUST-004580,140,1,7.91,1,0.0,0.0,7.91,0.0,3.8876804238639324,2020-12-04,Central,Organic Search,0,1367,False,2024-09-01,2,0,1,1,1,3,0.6239293524138514,0.9987578574923778,Others
CUST-032148,51,1,736.32,1,0.0,0.0,736.32,0.0,3.8876804238639324,2020-03-10,North,Email Campaign,1,1636,False,2024-09-01,1,2,2,1,3,6,0.623529694567389,0.9987202168103286,At Risk
CUST-031344,55,1,716.38,1,0.0,1.0,716.38,1.0,4.0,2020-03-08,West,Organic Search,0,1638,False,2024-09-01,2,4,2,1,3,6,0.6232289525741831,0.9986825761282795,At Risk
CUST-003714,9,1,6.87,1,0.0,0.0,6.87,0.0,3.8876804238639324,2021-07-22,Central,Email Campaign,1,1137,False,2024-09-01,1,0,4,1,1,6,0.6220856407438834,0.9986449354462302,Others
CUST-011874,2,1,6.87,1,1.0,0.0,6.87,1.0,3.0,2021-03-12,North,Referral,1,1269,False,2024-09-01,4,2,5,1,1,7,0.6215302514197343,0.9986072947641811,Others
CUST-001893,136,1,119.48,1,0.0,0.0,119.48,1.0,3.0,2020-05-24,North,Social Media,0,1561,True,2024-09-01,5,2,1,1,1,3,0.6199422308320792,0.9985696540821319,Others
CUST-034064,20,1,5.87,1,0.0,0.0,5.87,0.0,3.8876804238639324,2020-06-25,North,Referral,1,1529,False,2024-09-01,4,2,4,1,1,6,0.6157163023849718,0.9985320134000828,Others
CUST-020009,129,1,32.6,1,0.0,1.0,32.6,2.0,3.5,2022-10-06,South,Direct,0,696,True,2024-09-01,0,3,1,1,1,3,0.6153166646109669,0.9984943727180337,Others
CUST-014164,171,1,1333.62,1,0.0,1.0,1333.62,1.0,4.0,2021-03-23,West,Paid Ads,0,1258,False,2024-09-01,3,4,1,1,4,6,0.6143807511123424,0.9984567320359845,At Risk
CUST-034527,129,1,235.58,1,0.0,0.0,235.58,0.0,3.8876804238639324,2020-03-27,Central,Paid Ads,1,1619,False,2024-09-01,3,0,1,1,2,4,0.613982140486409,0.9984190913539354,Others
CUST-022569,116,1,419.13,1,0.0,0.0,419.13,0.0,3.8876804238639324,2020-04-08,Central,Paid Ads,0,1607,True,2024-09-01,3,0,1,1,3,5,0.613669844838875,0.9983814506718862,At Risk
CUST-025801,178,1,38.91,1,0.0,0.0,38.91,0.0,3.8876804238639324,2020-03-30,North,Organic Search,0,1616,True,2024-09-01,2,2,1,1,1,3,0.6134748928939411,0.998343809989837,Others
CUST-002820,81,1,1584.21,1,1.0,0.0,1584.21,1.0,4.0,2024-01-25,Central,Paid Ads,1,220,True,2024-09-01,3,0,1,1,4,6,0.6124255604344971,0.9983061693077878,At Risk
CUST-022236,58,1,83.17,1,1.0,0.0,83.17,1.0,2.0,2020-11-02,Central,Email Campaign,1,1399,False,2024-09-01,1,0,2,1,1,4,0.6118933728452078,0.9982685286257387,Others
CUST-019198,139,1,6.87,1,0.0,0.0,6.87,0.0,3.8876804238639324,2021-05-25,North,Organic Search,1,1195,False,2024-09-01,2,2,1,1,1,3,0.6113796512463371,0.9982308879436895,Others
CUST-000032,163,1,27.57,1,1.0,0.0,27.57,2.0,4.0,2023-12-06,Central,Email Campaign,0,270,True,2024-09-01,1,0,1,1,1,3,0.6109403066878888,0.9981932472616404,Others
CUST-012430,83,1,341.94,1,0.0,1.0,341.94,0.0,3.8876804238639324,2021-09-09,North,Paid Ads,1,1088,False,2024-09-01,3,2,1,1,2,4,0.6106341712645323,0.9981556065795912,Others
CUST-020517,134,1,23.27,1,0.0,0.0,23.27,1.0,4.0,2020-03-31,North,Email Campaign,0,1615,True,2024-09-01,1,2,1,1,1,3,0.6100140630813146,0.9981179658975421,Others
CUST-026099,172,1,78.47,1,0.0,0.0,78.47,0.0,3.8876804238639324,2020-05-31,North,Direct,1,1554,True,2024-09-01,0,2,1,1,1,3,0.6098404510653026,0.998080325215493,Others
CUST-002962,155,1,179.1,1,0.0,0.0,179.1,0.0,3.8876804238639324,2020-06-19,North,Paid Ads,1,1535,False,2024-09-01,3,2,1,1,2,4,0.6095844752998432,0.9980426845334437,Others
CUST-028028,173,1,1056.14,1,1.0,0.0,1056.14,2.0,4.0,2022-11-30,West,Social Media,0,641,True,2024-09-01,5,4,1,1,4,6,0.6084061341570163,0.9980050438513945,At Risk
CUST-007352,159,1,94.23,1,0.0,0.0,94.23,0.0,3.8876804238639324,2020-05-22,South,Direct,1,1563,True,2024-09-01,0,3,1,1,1,3,0.6082900703536748,0.9979674031693454,Others
CUST-004756,26,1,78.28,1,0.0,0.0,78.28,0.0,3.8876804238639324,2020-06-10,North,Social Media,1,1544,False,2024-09-01,5,2,3,1,1,5,0.606831230086923,0.9979297624872963,Others
CUST-010205,156,1,235.59,1,0.0,1.0,235.59,1.0,5.0,2020-09-08,Central,Referral,1,1454,False,2024-09-01,4,0,1,1,2,4,0.6059891066017019,0.9978921218052471,Others
CUST-000904,14,1,1432.76,1,0.0,1.0,1432.76,0.0,3.8876804238639324,2020-05-16,South,Referral,0,1569,True,2024-09-01,4,3,4,1,4,9,0.6058015331333403,0.997854481123198,At Risk
CUST-004830,47,1,17.88,1,0.0,0.0,17.88,1.0,4.0,2023-10-08,Central,Organic Search,1,329,True,2024-09-01,2,0,2,1,1,4,0.6055448259814018,0.9978168404411488,Others
CUST-013569,100,1,10.71,1,0.0,0.0,10.71,0.0,3.8876804238639324,2021-08-25,Central,Organic Search,0,1103,False,2024-09-01,2,0,1,1,1,3,0.6040365387779598,0.9977791997590997,Others
CUST-020658,86,1,10.71,1,0.0,0.0,10.71,0.0,3.8876804238639324,2021-06-20,South,Organic Search,1,1169,False,2024-09-01,2,3,1,1,1,3,0.6038589377775843,0.9977227387360259,Others
CUST-028470,89,1,7.91,1,0.0,0.0,7.91,0.0,3.8876804238639324,2021-07-18,South,Organic Search,1,1141,True,2024-09-01,2,3,1,1,1,3,0.6038589377775843,0.9977227387360259,Others
CUST-008098,55,1,31.33,1,0.0,0.0,31.33,0.0,3.8876804238639324,2020-07-25,North,Social Media,1,1499,True,2024-09-01,5,2,2,1,1,4,0.6033807785038319,0.9976662777129521,Others
CUST-011016,173,1,341.94,1,0.0,0.0,341.94,0.0,3.8876804238639324,2023-03-24,North,Direct,0,527,True,2024-09-01,0,2,1,1,2,4,0.5998312758946928,0.997628637030903,Others
CUST-034205,113,1,44.44,1,0.0,1.0,44.44,1.0,5.0,2020-06-14,North,Organic Search,1,1540,True,2024-09-01,2,2,1,1,1,3,0.5996142572699674,0.9975909963488538,Others
CUST-035851,91,1,36.42,1,0.0,0.0,36.42,0.0,3.8876804238639324,2020-08-04,Central,Organic Search,1,1489,False,2024-09-01,2,0,1,2,1,4,0.599538872778291,0.9975533556668047,Others
CUST-020353,87,1,30.13,1,1.0,0.0,30.13,1.0,2.0,2023-01-07,East,Organic Search,0,603,True,2024-09-01,2,1,1,1,1,3,0.5990715080530166,0.9975157149847556,Others
CUST-001252,145,1,262.8,1,0.0,0.0,262.8,1.0,4.0,2020-11-08,Central,Paid Ads,1,1393,False,2024-09-01,3,0,1,1,2,4,0.5973915198174231,0.9974780743027064,Others
CUST-015574,130,1,716.38,1,0.0,0.0,716.38,1.0,4.0,2023-10-18,Central,Organic Search,1,319,True,2024-09-01,2,0,1,1,3,5,0.5965974471825342,0.9974404336206572,At Risk
CUST-001461,51,1,27.27,1,0.0,0.0,27.27,1.0,4.0,2023-12-28,West,Organic Search,1,248,True,2024-09-01,2,4,2,1,1,4,0.5963409325032242,0.997402792938608,Others
CUST-028072,96,1,38.46,1,0.0,0.0,38.46,0.0,3.8876804238639324,2020-07-04,Central,Organic Search,1,1520,True,2024-09-01,2,0,1,1,1,3,0.5958554641743783,0.9973651522565589,Others
CUST-017172,23,1,36.42,1,0.0,0.0,36.42,0.0,3.8876804238639324,2020-07-17,Central,Organic Search,0,1507,False,2024-09-01,2,0,3,1,1,5,0.5953044549633836,0.9973275115745097,Others
CUST-021604,175,1,949.76,1,0.0,0.0,949.76,0.0,3.8876804238639324,2020-07-07,Central,Organic Search,0,1517,False,2024-09-01,2,0,1,1,4,6,0.5949765349833493,0.9972898708924606,At Risk
CUST-012931,45,1,35.59,1,0.0,0.0,35.59,0.0,3.8876804238639324,2023-05-22,West,Direct,0,468,False,2024-09-01,0,4,3,1,1,5,0.5942255436160988,0.9972522302104114,Others
CUST-003313,111,1,7.91,1,1.0,0.0,7.91,2.0,4.0,2023-04-22,East,Organic Search,0,498,False,2024-09-01,2,1,1,1,1,3,0.5939935157928121,0.9972145895283623,Others
CUST-034471,136,1,71.58,1,0.0,0.0,71.58,0.0,3.8876804238639324,2020-10-08,Central,Email Campaign,1,1424,True,2024-09-01,1,0,1,1,1,3,0.5939714472831203,0.9971769488463131,Others
CUST-032865,160,1,6.87,1,0.0,1.0,6.87,1.0,3.0,2022-10-17,East,Organic Search,1,685,True,2024-09-01,2,1,1,1,1,3,0.5935863100464378,0.9971393081642639,Others
CUST-006362,171,1,419.13,1,0.0,0.0,419.13,0.0,3.8876804238639324,2020-05-04,East,Social Media,0,1581,True,2024-09-01,5,1,1,1,3,5,0.59356863518661,0.9971016674822147,At Risk
CUST-022544,164,1,22.96,1,1.0,0.0,22.96,1.0,4.0,2023-11-18,Central,Email Campaign,1,288,True,2024-09-01,1,0,1,1,1,3,0.5933394311608821,0.9970640268001656,Others
CUST-018349,140,1,10.36,1,0.0,0.0,10.36,0.0,3.8876804238639324,2021-09-19,Central,Organic Search,1,1078,False,2024-09-01,2,0,1,1,1,3,0.5929720771812081,0.9970263861181164,Others
CUST-020207,49,1,27.3,1,0.0,0.0,27.3,0.0,3.8876804238639324,2023-10-10,South,Organic Search,0,327,True,2024-09-01,2,3,2,1,1,4,0.5925206172050138,0.9969887454360673,Others
CUST-014608,46,1,21.22,1,0.0,0.0,21.22,0.0,3.8876804238639324,2020-01-28,North,Email Campaign,0,1678,False,2024-09-01,1,2,2,1,1,4,0.5919124296081506,0.9969511047540182,Others
CUST-016129,5,1,26.46,1,0.0,0.0,26.46,0.0,3.8876804238639324,2022-08-21,Central,Organic Search,1,742,False,2024-09-01,2,0,5,1,1,7,0.5917647526538407,0.996913464071969,Others
CUST-032232,121,1,525.87,1,0.0,0.0,525.87,0.0,3.8876804238639324,2020-04-01,East,Paid Ads,0,1614,False,2024-09-01,3,1,1,1,3,5,0.5915533216449793,0.9968758233899199,At Risk
CUST-024924,173,1,306.33,1,0.0,0.0,306.33,0.0,3.8876804238639324,2020-08-07,Central,Social Media,1,1486,True,2024-09-01,5,0,1,1,2,4,0.590806778015782,0.9968381827078706,Others
CUST-001299,51,1,25.04,1,1.0,0.0,25.04,3.0,4.666666666666667,2021-11-11,West,Direct,0,1025,True,2024-09-01,0,4,2,1,1,4,0.5904241576538186,0.9968005420258215,Others
CUST-013947,63,1,635.84,1,0.0,0.0,635.84,0.0,3.8876804238639324,2024-04-23,North,Organic Search,1,131,False,2024-09-01,2,2,2,1,3,6,0.589871800383942,0.9967629013437723,At Risk
CUST-018710,132,1,60.12,1,0.0,0.0,60.12,0.0,3.8876804238639324,2020-04-10,South,Social Media,0,1605,False,2024-09-01,5,3,1,1,1,3,0.5898150995226851,0.9967252606617232,Others
CUST-026827,48,1,35.6,1,0.0,0.0,35.6,0.0,3.8876804238639324,2023-07-10,South,Direct,0,419,True,2024-09-01,0,3,2,1,1,4,0.588256590060448,0.996687619979674,Others
CUST-028059,46,1,88.67,1,0.0,0.0,88.67,0.0,3.8876804238639324,2020-06-20,Central,Social Media,1,1534,True,2024-09-01,5,0,2,1,1,4,0.5874327964010048,0.9966499792976249,Others
CUST-027747,148,1,6.87,1,0.0,0.0,6.87,0.0,3.8876804238639324,2021-06-29,Central,Paid Ads,0,1160,False,2024-09-01,3,0,1,1,1,3,0.5870552529313794,0.9966123386155757,Others
CUST-006015,70,1,186.87,1,0.0,1.0,186.87,0.0,3.8876804238639324,2020-06-25,West,Social Media,1,1529,False,2024-09-01,5,4,2,1,2,5,0.5867311230485229,0.9965746979335266,Others
CUST-023062,94,1,23.27,1,0.0,0.0,23.27,1.0,4.0,2023-10-07,North,Organic Search,0,330,True,2024-09-01,2,2,1,1,1,3,0.5865003383414671,0.9965370572514773,Others
CUST-023718,36,1,20.32,1,0.0,0.0,20.32,1.0,5.0,2024-01-22,Central,Referral,1,223,True,2024-09-01,4,0,3,1,1,5,0.5862168397462816,0.9964994165694282,Others
CUST-023362,91,1,33.76,1,0.0,1.0,33.76,1.0,4.0,2020-07-04,East,Referral,0,1520,False,2024-09-01,4,1,1,1,1,3,0.5861431512552231,0.996461775887379,Others
CUST-032989,149,1,282.66,1,1.0,0.0,282.66,1.0,4.0,2024-02-26,West,Paid Ads,1,188,False,2024-09-01,3,4,1,1,2,4,0.585120326485067,0.9964241352053299,Others
CUST-016542,177,1,238.96,1,0.0,0.0,238.96,0.0,3.8876804238639324,2020-01-31,East,Paid Ads,1,1675,False,2024-09-01,3,1,1,1,2,4,0.581206238932417,0.9963864945232808,Others
CUST-007455,176,1,26.46,1,0.0,0.0,26.46,0.0,3.8876804238639324,2022-09-18,East,Organic Search,1,714,True,2024-09-01,2,1,1,1,1,3,0.5803758410468147,0.9963488538412316,Others
CUST-020420,132,1,262.8,1,0.0,0.0,262.8,1.0,3.0,2020-09-24,Central,Email Campaign,1,1438,True,2024-09-01,1,0,1,1,2,4,0.5800479152630444,0.9963112131591825,Others
CUST-030394,56,1,341.94,1,0.0,0.0,341.94,0.0,3.8876804238639324,2023-01-27,North,Referral,1,583,False,2024-09-01,4,2,2,1,2,5,0.5795677274262593,0.9962735724771333,Others
CUST-013266,29,1,81.88,1,1.0,0.0,81.88,1.0,4.0,2024-02-03,West,Social Media,0,211,True,2024-09-01,5,4,3,1,1,5,0.5794043300338446,0.9962359317950841,Others
CUST-016880,173,1,25.76,1,0.0,0.0,25.76,0.0,3.8876804238639324,2023-07-13,North,Organic Search,0,416,True,2024-09-01,2,2,1,1,1,3,0.57880975436355,0.9961982911130349,Others
CUST-026094,115,1,319.15,1,0.0,1.0,319.15,0.0,3.8876804238639324,2024-03-06,South,Social Media,1,179,False,2024-09-01,5,3,1,1,2,4,0.5776452864666604,0.9961606504309858,Others
CUST-018652,173,1,679.59,1,0.0,0.0,679.59,0.0,3.8876804238639324,2020-10-25,North,Social Media,0,1407,True,2024-09-01,5,2,1,1,3,5,0.5775827029134719,0.9961230097489366,At Risk
CUST-005630,83,1,23.46,1,0.0,0.0,23.46,1.0,4.0,2024-01-15,North,Organic Search,1,230,False,2024-09-01,2,2,1,1,1,3,0.5774154155583063,0.9960853690668875,Others
CUST-019113,100,1,25.76,1,0.0,0.0,25.76,0.0,3.8876804238639324,2023-08-22,North,Organic Search,0,376,True,2024-09-01,2,2,1,1,1,3,0.5769535673788506,0.9960477283848383,Others
CUST-006127,27,1,27.3,1,0.0,0.0,27.3,0.0,3.8876804238639324,2023-02-22,South,Organic Search,0,557,True,2024-09-01,2,3,3,1,1,5,0.5766493354499861,0.9960100877027892,Others
CUST-001378,175,1,287.58,1,0.0,0.0,287.58,0.0,3.8876804238639324,2020-08-03,North,Organic Search,1,1490,True,2024-09-01,2,2,1,1,2,4,0.5765905342751539,0.9959724470207401,Others
CUST-025568,171,1,6.87,1,0.0,0.0,6.87,1.0,3.0,2022-06-18,Central,Paid Ads,1,806,True,2024-09-01,3,0,1,1,1,3,0.5763650280157331,0.9959348063386908,Others
CUST-021132,43,1,115.9,1,0.0,0.0,115.9,0.0,3.8876804238639324,2020-07-28,North,Social Media,0,1496,True,2024-09-01,5,2,3,1,1,5,0.5758536848452076,0.9958971656566417,Others
CUST-010635,153,1,1265.55,1,0.0,0.0,1265.55,0.0,3.8876804238639324,2020-04-03,Central,Direct,1,1612,False,2024-09-01,0,0,1,1,4,6,0.5758432695867826,0.9958595249745925,At Risk
CUST-025420,164,1,37.85,1,0.0,0.0,37.85,0.0,3.8876804238639324,2020-03-07,Central,Organic Search,1,1639,True,2024-09-01,2,0,1,1,1,3,0.575768792034551,0.9958218842925434,Others
CUST-028362,125,1,1056.14,1,0.0,0.0,1056.14,1.0,3.0,2024-02-15,North,Referral,1,199,True,2024-09-01,4,2,1,1,4,6,0.5752440023272972,0.9957842436104942,At Risk
CUST-001498,79,1,7.91,1,0.0,0.0,7.91,0.0,3.8876804238639324,2022-01-13,East,Social Media,1,962,False,2024-09-01,5,1,1,1,1,3,0.5751717252083193,0.9957466029284451,Others
CUST-007241,12,1,132.98,1,0.0,0.0,132.98,0.0,3.8876804238639324,2020-07-22,East,Paid Ads,0,1502,False,2024-09-01,3,1,4,1,2,7,0.5748603052163411,0.9957089622463959,Others
CUST-026634,26,1,7.91,1,0.0,0.0,7.91,0.0,3.8876804238639324,2021-09-02,Central,Direct,0,1095,False,2024-09-01,0,0,3,1,1,5,0.5746506462953127,0.9956713215643468,Others
CUST-012057,90,1,2208.96,1,0.0,1.0,2208.96,0.0,3.8876804238639324,2022-03-17,Central,Email Campaign,0,899,False,2024-09-01,1,0,1,1,5,7,0.5741380401814539,0.9956336808822975,At Risk
CUST-004480,175,1,531.62,1,1.0,0.0,531.62,1.0,4.0,2024-01-09,West,Email Campaign,0,236,False,2024-09-01,1,4,1,1,3,5,0.5738734555556815,0.9955960402002484,At Risk
CUST-004058,176,1,341.94,1,0.0,0.0,341.94,1.0,4.0,2023-10-05,South,Social Media,1,332,True,2024-09-01,5,3,1,1,2,4,0.5736160785778269,0.9955583995181992,Others
CUST-032745,12,1,322.23,1,0.0,0.0,322.23,0.0,3.8876804238639324,2020-08-10,West,Paid Ads,0,1483,False,2024-09-01,3,4,4,1,2,7,0.57333330873877,0.9955207588361501,Others
CUST-007139,178,1,6.87,1,0.0,0.0,6.87,0.0,3.8876804238639324,2022-12-03,South,Organic Search,0,638,False,2024-09-01,2,3,1,1,1,3,0.5731457282495499,0.995483118154101,Others
CUST-021629,17,1,25.53,1,0.0,0.0,25.53,0.0,3.8876804238639324,2022-07-17,Central,Organic Search,0,777,True,2024-09-01,2,0,4,1,1,6,0.5729454999587056,0.9954454774720518,Others
CUST-013211,103,1,1056.14,1,0.0,0.0,1056.14,1.0,4.0,2022-02-06,North,Social Media,1,938,True,2024-09-01,5,2,1,1,4,6,0.5725623216812943,0.9954078367900027,At Risk
CUST-011995,138,1,1051.74,1,0.0,0.0,1051.74,2.0,4.0,2023-12-05,Central,Paid Ads,1,271,True,2024-09-01,3,0,1,1,4,6,0.571693743327476,0.9953701961079535,At Risk
CUST-025644,106,1,220.44,1,0.0,0.0,220.44,1.0,3.0,2020-07-04,East,Direct,0,1520,True,2024-09-01,0,1,1,1,2,4,0.5714870430371617,0.9953325554259043,Others
CUST-004085,65,1,341.94,1,0.0,0.0,341.94,0.0,3.8876804238639324,2023-09-07,West,Paid Ads,0,360,False,2024-09-01,3,4,2,1,2,5,0.5710802855593274,0.9952949147438551,Others
CUST-030008,169,1,10.36,1,0.0,0.0,10.36,0.0,3.8876804238639324,2021-09-12,East,Organic Search,1,1085,False,2024-09-01,2,1,1,1,1,3,0.5710156121290855,0.995257274061806,Others
CUST-007951,2,1,108.61,1,0.0,0.0,108.61,0.0,3.8876804238639324,2020-01-28,North,Social Media,0,1678,True,2024-09-01,5,2,5,1,1,7,0.5705241571176871,0.9952196333797568,Others
CUST-034737,106,1,188.46,1,1.0,0.0,188.46,1.0,2.0,2023-02-16,West,Paid Ads,0,563,True,2024-09-01,3,4,1,2,2,5,0.5703608646513177,0.9951819926977077,Others
CUST-004095,174,1,25.53,1,0.0,0.0,25.53,0.0,3.8876804238639324,2022-09-09,West,Paid Ads,1,723,True,2024-09-01,3,4,1,1,1,3,0.5703237854710045,0.9951443520156585,Others
CUST-018087,161,1,1083.32,1,0.0,1.0,1083.32,1.0,5.0,2021-01-18,Central,Paid Ads,1,1322,True,2024-09-01,3,0,1,1,4,6,0.5701209588849184,0.9951067113336094,At Risk
CUST-004142,167,1,164.76,1,0.0,0.0,164.76,1.0,1.0,2024-03-14,North,Paid Ads,1,171,True,2024-09-01,3,2,1,1,2,4,0.5700871373255136,0.9950690706515603,Others
CUST-000221,78,1,24.99,1,0.0,0.0,24.99,0.0,3.8876804238639324,2023-03-14,South,Organic Search,0,537,True,2024-09-01,2,3,1,1,1,3,0.5697956572145261,0.995031429969511,Others
